RoomCode,UserId,ClosedBy,ClosingComment,ChatStartTime,ChatEndTime,AgentAssignmentTimestamp,BotFirstResponseTime,AgentFirstResponseTime,CsatScore
8546309,21a169fa-5d69-4c01-a2ec-966a11133c2f,Maroon,Unresponsive Customer,06-02-2021 18:00:33,06-02-2021 18:15:07,06-02-2021 18:01:10,0:00:01,0:00:07,0
8600093,b24de413-0f2b-432a-8afc-dcf01db737b3,System,Closing inactive room,14-02-2021 14:57:40,14-02-2021 15:59:02,-,0:00:00,-,0
8518521,2b3c942d-adc5-4a4c-a0df-c0695c860ead,System,Closing now,02-02-2021 22:29:27,02-02-2021 22:32:54,-,0:00:00,-,1
8525042,054ab99d-61e9-4a2f-87cd-c0467fed7897,System,Closing inactive room,03-02-2021 19:29:54,03-02-2021 20:31:52,-,0:00:00,-,0
8542564,7f4d8b70-1a66-412a-a886-1bb981bd5721,System,Closing now,06-02-2021 10:08:42,06-02-2021 10:09:04,-,0:00:00,-,0
8645857,84990f25-34be-4bfa-8094-d32d78e6527c,System,Closing now,21-02-2021 18:20:11,21-02-2021 18:20:41,-,0:00:00,-,5
8682416,b260c3b1-ffd0-4387-82e7-38103981e6a4,Elina,Unresponsive Customer,27-02-2021 16:15:30,27-02-2021 16:29:19,27-02-2021 16:16:01,0:00:00,0:00:04,5
8531721,178b5bb0-4847-4741-98fb-a1d7fddff2de,System,Closing now,04-02-2021 16:19:29,04-02-2021 16:20:07,-,0:00:00,-,5
8596308,9dfc382a-ec80-4651-bcfb-476142d08ad7,System,Closing now,13-02-2021 21:25:24,13-02-2021 21:39:46,-,0:00:00,-,0
8585114,d9fe8d84-8272-45a5-ae44-ae9ed74b25cb,Geetika,Completed,12-02-2021 12:01:37,12-02-2021 12:22:21,12-02-2021 12:04:11,0:00:00,0:00:15,0
8652394,2025bd2a-ef94-4adc-ad6b-391ff1fccf69,Sudha,Completed,22-02-2021 20:28:07,22-02-2021 20:46:34,22-02-2021 20:30:33,0:00:00,0:00:07,5
8659729,ae5a761a-6204-4987-9caa-fda8091dae5b,System,Closing inactive room,24-02-2021 02:53:25,24-02-2021 03:54:01,-,0:00:00,-,0
8680624,1f83ab8e-c239-4d12-b7a1-0332dd828f00,Isha,Completed,27-02-2021 11:56:49,27-02-2021 12:17:55,27-02-2021 11:58:19,0:00:00,0:00:06,4
8528119,4cbadad8-960d-43ca-acfb-043156268f66,Juvi,Completed,04-02-2021 10:43:25,04-02-2021 10:51:54,04-02-2021 10:46:04,0:00:00,0:00:53,0
8526001,168866e1-fac8-4043-8087-b20ed4d7044b,System,Closing inactive room,03-02-2021 21:57:41,03-02-2021 22:58:47,-,0:00:00,-,0
8667024,c2c2a071-844b-44b0-89b8-4394086c12fb,System,Closing now,25-02-2021 09:31:12,25-02-2021 09:32:03,-,0:00:00,-,1
8645752,dda35c8c-9688-491b-8c8a-7a74689d21b2,Mary,Completed,21-02-2021 17:59:00,21-02-2021 18:09:51,21-02-2021 18:01:23,0:00:00,0:00:11,0
8547095,9c417e4a-a51b-41c3-acca-37a9d58ac7ca,System,Closing now,06-02-2021 19:54:41,06-02-2021 19:55:14,-,0:00:00,-,0
8633841,d6d42b79-d943-410b-a323-b292cab82887,System,Closing inactive room,19-02-2021 16:34:02,19-02-2021 17:35:01,-,0:00:00,-,0
8528578,7748a3e7-bb17-4c33-846d-614c4a092074,Samy,Completed,04-02-2021 11:37:01,04-02-2021 11:49:48,04-02-2021 11:39:13,0:00:00,0:00:05,0
8580856,1f045ebf-8acf-48e8-9194-509747e34766,System,Closing inactive room,11-02-2021 18:17:17,11-02-2021 19:17:48,-,0:00:00,-,0
8613464,00ae46af-31d8-4d1e-be92-00be4801771b,Hayat,Completed,16-02-2021 14:42:46,16-02-2021 15:10:12,16-02-2021 14:44:27,0:00:00,0:00:06,0
8669867,dd3b64d3-0006-4a81-851d-54c4a4dbb82e,System,Closing inactive room,25-02-2021 15:53:07,25-02-2021 16:54:08,-,0:00:00,-,0
8572335,17bf4d4d-9604-4c78-8b00-b55eef04aa36,System,Closing inactive room,10-02-2021 16:32:02,10-02-2021 17:32:13,-,0:00:00,-,0
8655304,0db9fccf-6ceb-445b-bb87-2dfb8fbd7f18,carrie,Completed,23-02-2021 12:50:44,23-02-2021 12:58:57,23-02-2021 12:51:12,0:00:00,0:00:05,0
8586905,72b6c047-92a0-4211-a3f3-ef3b25fbd2ad,Nadia,Completed,12-02-2021 15:28:41,12-02-2021 15:36:55,12-02-2021 15:29:16,0:00:00,0:00:07,4
8655418,32005b5e-7d17-4331-a79b-55c0d02ee231,Ruchi,Completed,23-02-2021 13:03:40,23-02-2021 13:18:07,23-02-2021 13:04:55,0:00:00,0:00:08,0
8555330,0db11ea6-b102-477e-b886-2df5b0484530,System,Closing inactive room,08-02-2021 10:33:54,08-02-2021 11:34:04,-,0:00:00,-,0
8538959,147114d9-d5b9-4933-8712-db578e15b845,Adaa,Completed,05-02-2021 16:50:25,05-02-2021 17:27:28,05-02-2021 16:51:02,0:00:00,0:00:22,4
8526730,d43cfa74-ae7b-447e-9524-e45314f7b1d4,System,Closing inactive room,04-02-2021 0:12:10,04-02-2021 1:13:28,-,0:00:00,-,0
8662919,cd3e6a7d-b633-4767-aa92-cf51bb4c7817,System,Closing inactive room,24-02-2021 15:15:43,24-02-2021 16:19:43,-,0:00:00,-,1
8663004,3ba442ba-0488-41f7-9495-b043a811eb49,System,Closing inactive room,24-02-2021 15:25:05,24-02-2021 16:25:15,-,0:00:00,-,0
8546389,a8319538-c3c4-4c13-b6a3-4aca889b9130,Maroon,Completed,06-02-2021 18:12:45,06-02-2021 18:25:06,06-02-2021 18:13:29,0:00:00,0:00:06,0
8520141,a25ffb5a-b3d6-4cfa-953c-776dcb860cd5,Adaa,Completed,03-02-2021 10:20:47,03-02-2021 10:28:30,03-02-2021 10:21:27,0:00:02,0:00:09,5
8556888,d1855e2f-4d9f-4373-8103-5750c354ca17,System,Closing now,08-02-2021 13:32:19,08-02-2021 13:37:00,-,0:00:00,-,1
8627981,624e8bd4-38f2-438b-9650-ed9dffcc9d1a,Adaa,Completed,18-02-2021 16:38:32,18-02-2021 16:55:18,18-02-2021 16:39:37,0:00:00,0:00:04,0
8549394,407762e3-f81d-44ae-9d83-c664c7fa3e34,Azaan,Completed,07-02-2021 10:27:45,07-02-2021 10:34:30,07-02-2021 10:29:05,0:00:00,0:00:07,5
8523219,a68a3b72-7446-4a0a-b98d-7954fe9f3bde,Samy,Completed,03-02-2021 15:45:57,03-02-2021 16:07:41,03-02-2021 15:46:33,0:00:00,0:03:04,0
8548811,abc6e35a-3a17-40c4-8677-131c38899414,System,Closing inactive room,07-02-2021 5:48:39,07-02-2021 6:48:47,-,0:00:00,-,0
8652110,2717d32b-3afc-409f-aa31-106eac6ebb13,Rahul,Completed,22-02-2021 19:34:34,22-02-2021 19:48:07,22-02-2021 19:35:11,0:00:00,0:00:25,0
8668379,f477e13e-69e9-4476-b82c-23f968019606,System,webhook block failed,25-02-2021 12:47:13,25-02-2021 12:48:36,-,0:00:00,-,3
8554472,f8fab1c1-40f4-4f49-ba11-46e781079188,System,Closing inactive room,08-02-2021 2:01:17,08-02-2021 3:02:07,-,0:00:00,-,0
8547173,3242f309-dde4-481f-b55a-a7db5f6ec8ef,System,Closing inactive room,06-02-2021 20:12:29,06-02-2021 21:13:00,-,0:00:00,-,0
8566825,1d591c26-f3d8-4003-bfb8-8bb70734b6fa,System,Closing inactive room,09-02-2021 20:22:59,09-02-2021 21:23:23,-,0:00:00,-,0
8638905,0fb20cca-f466-42d9-8e97-bd7b37e4d9b7,Nadia,Completed,20-02-2021 13:45:44,20-02-2021 14:24:52,20-02-2021 13:46:06,0:00:00,0:00:08,5
8604684,c8a170d5-092e-40bf-bacc-efca7170e3f5,System,Closing now,15-02-2021 11:22:48,15-02-2021 11:25:29,-,0:00:00,-,3
8661088,6bcf2012-383e-4de2-bb51-7c41a7668a61,Maroon,Completed,24-02-2021 11:34:54,24-02-2021 11:46:57,24-02-2021 11:35:37,0:00:00,0:00:06,5
8642503,1cc7973a-7251-4660-b09a-01cfac06424c,System,Closing now,21-02-2021 07:59:13,21-02-2021 08:01:56,-,0:00:00,-,0
8548970,21a4ada6-c3ba-4d91-af93-c62d4a2565f3,System,Closing inactive room,07-02-2021 8:36:28,07-02-2021 9:37:01,-,0:00:00,-,0
8581687,8c918480-0960-4493-809a-51634480d67e,Saif,Completed,11-02-2021 20:15:37,11-02-2021 20:27:52,11-02-2021 20:20:38,0:00:00,0:00:10,4
8564248,72b3f31a-031c-44a9-a1f1-86d89ceef250,System,Closing inactive room,09-02-2021 14:16:42,09-02-2021 15:17:04,-,0:00:00,-,0
8575608,288972da-350b-438d-95e6-a6f00ca7a329,System,Closing inactive room,11-02-2021 0:29:27,11-02-2021 1:30:45,-,0:00:00,-,0
8535203,e4af3380-89d5-47f1-9119-48dd7ad4ab3c,System,Closing inactive room,05-02-2021 8:26:38,05-02-2021 9:34:16,-,0:00:00,-,0
8643079,8324a7dc-86d1-473b-8d83-dbc748cbd3c2,System,Closing now,21-02-2021 10:40:08,21-02-2021 10:41:13,-,0:00:00,-,3
8593441,1208da37-5b3c-493a-bc46-6e74b4f612e5,Ruchi,Completed,13-02-2021 14:18:25,13-02-2021 14:40:21,13-02-2021 14:20:36,0:00:00,0:00:06,0
8598847,5b1f30da-a8bd-4a44-8beb-042c571d6bfc,Sandy,Unresponsive Customer,14-02-2021 11:59:50,14-02-2021 12:21:58,14-02-2021 12:00:32,0:00:00,0:00:06,0
8625303,c76777fa-670b-4a13-838e-f76c283d2b65,System,Closing now,18-02-2021 11:18:14,18-02-2021 11:18:53,-,0:00:00,-,0
8514799,9c79ee42-edef-4663-8a00-37c56ad21c90,Lara,Completed,02-02-2021 13:40:48,02-02-2021 13:43:17,02-02-2021 13:41:17,0:00:00,0:00:13,1
8611261,b317f596-673a-423c-a208-d73a5ad4c0dc,Kabir,Completed,16-02-2021 10:15:38,16-02-2021 10:29:04,16-02-2021 10:16:41,0:00:00,0:00:07,0
8549596,171ef212-3a78-43df-aaed-9c9efe8ead6d,System,Closing now,07-02-2021 10:59:15,07-02-2021 11:58:54,-,0:00:00,-,0
8610785,a708f1ab-834c-4bfb-b9d8-7ea0bb6e380c,System,Closing now,16-02-2021 08:05:30,16-02-2021 08:07:12,-,0:00:00,-,4
8625359,bd978c48-ffc0-4727-90a3-bcbb60562fdf,System,Closing inactive room,18-02-2021 11:25:22,18-02-2021 12:25:58,-,0:00:00,-,0
8677464,09fe5afb-6014-4b6b-8d20-fb301ff73bbc,System,Closing inactive room,26-02-2021 18:56:26,26-02-2021 19:56:50,-,0:00:00,-,0
8586774,166a627a-cf6b-49e0-a893-b00bbdf0606e,System,Closing now,12-02-2021 15:13:35,12-02-2021 15:14:18,-,0:00:00,-,0
8610174,2a3a7c59-897a-449a-841e-22688a10fce6,System,Closing inactive room,15-02-2021 23:41:52,16-02-2021 00:42:31,-,0:00:00,-,0
8538988,808aea2f-356c-412d-a491-24f5aea609c3,System,Closing now,05-02-2021 16:53:55,05-02-2021 16:56:21,-,0:00:00,-,3
8627275,fb04187b-c725-4275-84a5-c9ebea21218b,System,Closing inactive room,18-02-2021 15:16:21,18-02-2021 16:16:43,-,0:00:00,-,0
8552820,79e3bce9-4499-46a9-a7fe-d9014a1477df,System,Closing inactive room,07-02-2021 19:06:44,07-02-2021 20:08:35,-,0:00:00,-,0
8558753,87e03935-365b-4af1-99c4-8061620c64ba,komi,Completed,08-02-2021 17:07:47,08-02-2021 17:39:04,08-02-2021 17:13:33,0:00:00,0:00:09,0
8634383,fd18d895-d6d4-4688-9f67-5e0aebbf45e9,Nadia,Unresponsive Customer,19-02-2021 17:57:14,19-02-2021 18:06:24,19-02-2021 17:57:54,0:00:00,0:00:06,0
8534404,c4bd180c-8ec8-43ad-8d5b-3643618cb438,System,Closing inactive room,04-02-2021 23:35:37,05-02-2021 0:36:57,-,0:00:00,-,0
8666956,e6588f6f-b673-4429-9902-6c30cb95c9c3,System,Closing now,25-02-2021 09:10:49,25-02-2021 09:13:56,-,0:00:00,-,1
8639934,03e0e074-0074-4acf-a226-2bb509db4cab,System,Closing inactive room,20-02-2021 16:21:01,20-02-2021 17:21:45,-,0:00:00,-,0
8571802,382cefbf-473f-41fd-abbb-6875be2a0a4d,System,Closing inactive room,10-02-2021 15:33:58,10-02-2021 16:35:42,-,0:00:00,-,0
8649772,bdf0c48f-1e4e-4fc7-b2a1-80976703098c,System,Closing inactive room,22-02-2021 13:46:09,22-02-2021 14:48:43,-,0:00:00,-,0
8646280,667b5947-0823-4c1c-a0b3-c5ab81c73612,System,Closing inactive room,21-02-2021 19:39:21,21-02-2021 20:39:48,-,0:00:00,-,0
8616377,0ae6871c-9357-4586-98ba-bea68ffc422f,System,Closing inactive room,16-02-2021 21:50:00,16-02-2021 22:50:17,-,0:00:00,-,0
8521173,02ebfb9e-cafc-4bf0-800e-f3cefd593b88,System,Closing inactive room,03-02-2021 12:09:08,03-02-2021 13:10:05,-,0:00:00,-,0
8594370,f98bfb88-201d-46f0-bde3-be35913124ca,Jinnie,Completed,13-02-2021 16:12:22,13-02-2021 16:36:15,13-02-2021 16:13:20,0:00:00,0:00:10,0
8574823,d8b1a6a5-306b-4e21-a737-3e96094eb3db,System,Closing inactive room,10-02-2021 21:57:11,10-02-2021 22:59:36,-,0:00:00,-,0
8651930,22b7e82f-c6a8-4447-9618-bf74dd406fee,System,Closing now,22-02-2021 19:03:11,22-02-2021 19:03:49,-,0:00:00,-,4
8670282,041e03ec-314e-48a4-bc33-239233e21a66,Jade,Completed,25-02-2021 16:45:48,25-02-2021 17:02:10,25-02-2021 16:47:33,0:00:01,0:00:06,4
8651522,9d37078c-4adf-4a18-9acd-8839a8ee4aa4,Dalphine,Completed,22-02-2021 17:54:30,22-02-2021 18:10:02,22-02-2021 17:55:43,0:00:00,0:00:30,4
8554625,6502adc8-d9c8-4214-b7e3-50cac0e168d4,System,Closing now,08-02-2021 7:12:56,08-02-2021 7:13:37,-,0:00:00,-,0
8687018,7e42dedd-a88f-4e6d-a697-54df11756bba,Vedha,Completed,28-02-2021 12:51:09,28-02-2021 13:01:00,28-02-2021 12:53:29,0:00:00,0:00:11,4
8523150,ff1b9509-c004-4e72-b3eb-cdd9f70e7f6e,System,Closing inactive room,03-02-2021 15:38:55,03-02-2021 16:39:49,-,0:00:00,-,0
8567879,cef4960d-6b79-4519-bfa3-6bce816900aa,System,Closing inactive room,09-02-2021 23:48:03,10-02-2021 0:48:27,-,0:00:00,-,0
8588358,8cf88efe-4555-4b30-968a-a6f4d89bb14a,System,Closing now,12-02-2021 18:25:27,12-02-2021 18:25:59,-,0:00:00,-,0
8599932,515d8bca-bc3a-4b1c-a28b-f421714329ac,System,Closing inactive room,14-02-2021 14:33:39,14-02-2021 15:34:21,-,0:00:00,-,0
8686173,586e547a-5a62-440e-87fc-bc50ef5c0003,System,Closing now,28-02-2021 10:57:19,28-02-2021 10:57:47,-,0:00:00,-,0
8575875,48ad5700-2098-43f9-830d-b09992247d7b,System,Closing now,11-02-2021 2:20:53,11-02-2021 2:23:02,-,0:00:00,-,0
8675449,946d96de-020e-4a1e-84f7-372e47affac4,System,Closing now,26-02-2021 14:05:39,26-02-2021 14:06:38,-,0:00:00,-,0
8674721,cbc89399-2a2f-467c-99f3-71c1cc4a0583,Jade,Completed,26-02-2021 12:33:27,26-02-2021 12:36:22,26-02-2021 12:34:00,0:00:00,0:00:05,5
8596010,d41d2933-6e64-467a-920b-e854db694cbd,Ruchi,Completed,13-02-2021 20:27:19,13-02-2021 20:37:03,13-02-2021 20:28:29,0:00:00,0:00:09,0
8555669,544a8aa6-3c8b-4e14-ae34-14736adff21f,System,Closing inactive room,08-02-2021 11:16:41,08-02-2021 12:18:52,-,0:00:00,-,0
8576263,08d007c9-c7b4-4624-a052-977cf34caf97,System,Closing now,11-02-2021 8:50:13,11-02-2021 8:50:39,-,0:00:00,-,4
8597598,10721a41-d9c4-4bde-81cd-e773740d4d90,System,Closing now,14-02-2021 07:21:35,14-02-2021 07:22:02,-,0:00:00,-,1
8544391,c2910ce1-38ea-447d-9cc0-f985ec594710,System,Closing now,06-02-2021 13:53:08,06-02-2021 13:54:57,-,0:00:00,-,3
8577290,c9211a60-658e-4c2c-8f61-fa7ffcc63bcf,Ellie,Completed,11-02-2021 11:20:20,11-02-2021 11:47:13,11-02-2021 11:21:09,0:00:00,0:00:05,0
8567066,3a73c6f9-fe9a-478d-a481-889ed343eac1,Ayush,Completed,09-02-2021 21:02:01,09-02-2021 21:20:58,09-02-2021 21:03:11,0:00:00,0:00:06,0
8649765,a31582f0-d0e7-43a4-8e78-c47615f9827f,Raman,Completed,22-02-2021 13:44:49,22-02-2021 13:51:34,22-02-2021 13:45:23,0:00:00,0:00:04,0
8538841,3c44b7f1-c5b8-40bf-828b-3d0820f84b1a,System,Closing now,05-02-2021 16:37:26,05-02-2021 16:39:41,-,0:00:00,-,0
8537400,c8cb9141-98ac-4697-ad5a-7867e118c549,Ellie,Completed,05-02-2021 13:44:08,05-02-2021 14:08:51,05-02-2021 13:44:22,0:00:00,0:00:40,4
8510808,7b744d3c-06df-477f-be76-c4bbe2d51c4e,Rozeta,Completed,01-02-2021 20:36:14,01-02-2021 20:44:27,01-02-2021 20:38:11,0:00:00,0:00:05,4
8581747,1dc10cda-76f3-4c50-b75a-ba603a8076f5,System,Closing inactive room,11-02-2021 20:23:22,11-02-2021 21:23:43,-,0:00:00,-,0
8505486,086cf96a-f0ae-4e89-9aa3-3877921e57e6,Yash,Completed,01-02-2021 10:28:13,01-02-2021 10:54:22,01-02-2021 10:29:34,0:00:00,0:00:06,4
8519939,d6b2665e-4e36-4f5b-95ec-77f657d028ab,Roshni,Completed,03-02-2021 9:56:50,03-02-2021 10:19:36,03-02-2021 9:59:03,0:00:00,0:00:06,1
8690030,58d79d26-9138-4898-8c37-6913aedef0b0,System,Closing now,28-02-2021 20:42:13,28-02-2021 20:42:39,-,0:00:00,-,1
8607735,9de03099-2b4e-4de4-a925-e98bbe71ed15,Mira,Unresponsive Customer,15-02-2021 16:53:19,15-02-2021 17:19:47,15-02-2021 16:57:08,0:00:00,0:03:15,0
8599618,9ecba962-5d68-4008-8bc3-f5343c379d9b,System,Closing now,14-02-2021 13:50:31,14-02-2021 13:51:07,-,0:00:00,-,0
8603291,bc11d34b-a1d0-4218-a02f-6b49a4edcf13,System,Closing now,15-02-2021 01:09:07,15-02-2021 01:09:58,-,0:00:00,-,1
8528204,bbee53a0-a74d-440c-84e2-cb025600c724,Geetika,Completed,04-02-2021 10:52:42,04-02-2021 11:09:00,04-02-2021 10:53:21,0:00:00,0:00:12,0
8675769,8a4d8f63-dc32-470f-a7f9-af320be27956,System,Closing now,26-02-2021 14:48:44,26-02-2021 14:49:20,-,0:00:00,-,1
8677004,975e2a0e-ea0a-4fcb-8e3e-4d670e05ab93,System,Closing inactive room,26-02-2021 17:34:13,26-02-2021 18:36:07,-,0:00:00,-,0
8648461,eb405740-3a31-482c-8705-09cd46868f3a,Simmi,Completed,22-02-2021 10:44:46,22-02-2021 10:52:17,22-02-2021 10:45:26,0:00:02,0:00:06,5
8644275,5c04f2cf-984d-4016-8918-dd20421b930c,System,Closing inactive room,21-02-2021 13:47:18,21-02-2021 14:49:40,-,0:00:00,-,0
8601230,3c6c8d41-63bf-4b80-aa6a-f96d54375248,Ruchi,Completed,14-02-2021 17:33:20,14-02-2021 17:41:56,14-02-2021 17:35:13,0:00:00,0:00:07,5
8638842,a4b96b37-0225-43f7-915d-f9c97e5490b8,System,Closing inactive room,20-02-2021 13:36:10,20-02-2021 14:42:27,-,0:00:00,-,0
8600703,ff8d94c8-f864-4eb9-b556-2f8f3d2704fb,System,Closing inactive room,14-02-2021 16:13:32,14-02-2021 17:14:01,-,0:00:00,-,0
8558633,1677336d-1fa6-4867-b811-99350ee35515,System,Closing now,08-02-2021 16:51:27,08-02-2021 16:51:58,-,0:00:00,-,0
8543479,3f9448ba-5e39-46cd-938b-e57577d282ef,System,Closing now,06-02-2021 12:11:52,06-02-2021 12:15:20,-,0:00:00,-,0
8681320,b41b8be0-a472-4dc4-9c57-99a48f91c16d,System,Closing inactive room,27-02-2021 13:36:17,27-02-2021 14:38:48,-,0:00:00,-,0
8624826,d3b3d9bc-9e8c-44b9-a135-59bc77346a38,Adaa,Completed,18-02-2021 10:15:18,18-02-2021 10:27:09,18-02-2021 10:16:22,0:00:00,0:00:10,5
8673648,aa4d5ed1-08f8-4423-b863-f47b63fda7a8,Jade,Completed,26-02-2021 10:18:08,26-02-2021 10:29:32,26-02-2021 10:19:35,0:00:00,0:00:06,4
8613340,b955b47c-e622-42cc-bcc0-7c3748e6ad8c,Salman,Unresponsive Customer,16-02-2021 14:27:52,16-02-2021 14:44:21,16-02-2021 14:29:02,0:00:00,0:00:12,1
8652964,937b7228-693d-4f16-880e-46b74c80ac22,System,Closing now,22-02-2021 22:44:27,22-02-2021 22:45:46,-,0:00:00,-,0
8504806,5641f21c-6f06-44e0-9748-6e2a5340e1d7,System,Closing inactive room,01-02-2021 7:51:43,01-02-2021 8:52:09,-,0:00:00,-,0
8659851,d13330da-5554-410e-8566-93f5e117e6fa,System,Closing now,24-02-2021 07:20:57,24-02-2021 07:21:43,-,0:00:00,-,3
8663638,31ed4ef3-e847-40cf-8956-9c6f9b11c2f5,komi,Completed,24-02-2021 16:48:43,24-02-2021 17:06:42,24-02-2021 16:49:37,0:00:00,0:00:07,5
8535588,65a6f757-833a-4f03-913f-42d0b90b3997,System,Closing inactive room,05-02-2021 10:11:00,05-02-2021 11:11:33,-,0:00:00,-,0
8658020,ba94b2ac-b89a-40e5-8a30-c0925ed315a6,Pawanpreet,Completed,23-02-2021 19:19:16,23-02-2021 20:01:36,23-02-2021 19:48:05,0:00:00,0:00:19,0
8609489,726039ce-56bd-4089-9cc0-6ba70fa7c455,System,Closing inactive room,15-02-2021 21:13:21,15-02-2021 22:13:45,-,0:00:00,-,0
8624393,4acca85d-5f36-4dee-8dfc-4de79422e20b,System,Closing inactive room,18-02-2021 08:47:11,18-02-2021 09:48:18,-,0:00:00,-,0
8554056,cd95805d-b3e4-48f1-a9c1-a9dd61d45e70,System,Closing inactive room,07-02-2021 23:30:29,08-02-2021 0:32:40,-,0:00:00,-,0
8680389,a0ff2015-f0da-4b9a-8db2-e8354afda136,System,Closing now,27-02-2021 11:23:34,27-02-2021 11:24:04,-,0:00:00,-,0
8589784,22164faf-31c3-4b92-a2dc-f9d5c9252b03,System,Closing now,12-02-2021 22:11:14,12-02-2021 22:12:02,-,0:00:00,-,3
8511707,8a5604f6-fb16-42db-a058-bb00acab0505,System,Closing now,01-02-2021 23:24:38,01-02-2021 23:37:00,-,0:00:00,-,3
8533631,b470b079-0e57-4896-86c7-ff6ce1d1dd97,System,Closing inactive room,04-02-2021 21:01:31,04-02-2021 22:01:37,-,0:00:00,-,0
8571047,1820b24e-539f-4a70-9fe2-742a1bfc4840,Maroon,Completed,10-02-2021 14:00:27,10-02-2021 14:06:57,10-02-2021 14:00:53,0:00:00,0:00:08,5
8541014,91507229-03d8-475d-bed1-9bce966e1364,System,Closing inactive room,05-02-2021 22:25:19,05-02-2021 23:27:10,-,0:00:00,-,0
8673818,62831026-f94a-42ef-b8ea-96a3ba288274,Satish,Completed,26-02-2021 10:42:34,26-02-2021 10:50:05,26-02-2021 10:43:43,0:00:00,0:00:07,5
8575030,dfe389b2-9fe7-442c-9ed7-eea9a2ed8079,System,Closing now,10-02-2021 22:35:19,10-02-2021 22:35:44,-,0:00:00,-,5
8517617,2cd30a37-0032-4a76-850e-a2a8d2d58243,System,Closing inactive room,02-02-2021 19:50:16,02-02-2021 21:04:20,-,0:00:00,-,0
8539145,496f36c7-8e1a-411e-b74d-5f53f00cde88,System,Closing inactive room,05-02-2021 17:15:10,05-02-2021 18:18:11,-,0:00:01,-,0
8631782,1146ee22-3af6-4ab6-afcc-8c7c82c153ce,Rusali,Completed,19-02-2021 10:41:59,19-02-2021 10:54:28,19-02-2021 10:44:18,0:00:00,0:00:15,1
8625330,cb08c589-8c2b-49c8-9a78-099f165988d4,carrie,Completed,18-02-2021 11:21:27,18-02-2021 11:30:06,18-02-2021 11:22:12,0:00:00,0:00:05,5
8689311,81fde501-5245-433c-ae5f-4af06565c816,Rohan,Completed,28-02-2021 18:27:32,28-02-2021 18:31:52,28-02-2021 18:28:32,0:00:00,0:00:09,5
8660502,91711e5a-5dfd-4fa6-8601-e7a527949e1f,Anisha,Unresponsive Customer,24-02-2021 10:22:37,24-02-2021 10:46:38,24-02-2021 10:23:21,0:00:00,0:00:30,0
8539552,fcf9896d-ffde-4916-b082-379e6b04cc22,System,Closing inactive room,05-02-2021 18:17:03,05-02-2021 19:17:39,-,0:00:00,-,0
8666970,47be6910-cb2e-41db-b5b6-5de379a98d6f,System,Closing inactive room,25-02-2021 09:15:27,25-02-2021 10:16:08,-,0:00:00,-,0
8595950,10cc78ff-f540-4c42-be81-23044a8838f3,System,Closing inactive room,13-02-2021 20:15:24,13-02-2021 21:16:11,-,0:00:00,-,0
8551171,0844ad29-32fb-4204-8e54-44f07c536c69,System,Closing now,07-02-2021 14:39:52,07-02-2021 14:41:21,-,0:00:00,-,0
8677766,944532f6-b768-4175-b139-4f93cb17e2c7,System,Closing now,26-02-2021 19:50:55,26-02-2021 19:51:59,-,0:00:00,-,0
8651953,f9328f9b-37fa-421e-a735-b2dd6287fc5c,System,Closing now,22-02-2021 19:06:49,22-02-2021 19:07:21,-,0:00:00,-,0
8627887,b8367b5b-6ee4-47c6-9075-a69cd15be80e,System,Closing now,18-02-2021 16:25:14,18-02-2021 16:26:04,-,0:00:00,-,4
8596075,e69837c2-7f64-4b01-b604-d4337a2b5839,System,Closing inactive room,13-02-2021 20:39:32,13-02-2021 21:41:47,-,0:00:00,-,0
8640621,ec5c7eac-3e61-4c66-8ed7-ff3009477de3,System,Closing now,20-02-2021 18:21:25,20-02-2021 18:23:49,-,0:00:00,-,3
8664762,25fed906-1748-4943-854f-7cee00e2a811,System,Closing now,24-02-2021 19:14:14,24-02-2021 19:20:32,-,0:00:00,-,0
8562516,f4ad8573-2d5e-43a4-aa17-de1bbadeea41,carrie,Completed,09-02-2021 10:43:24,09-02-2021 10:55:28,09-02-2021 10:44:27,0:00:17,0:00:07,4
8547976,cea7e9b9-ed7a-41a5-934d-10320f3571e1,System,Closing now,06-02-2021 22:44:41,06-02-2021 22:45:43,-,0:00:00,-,0
8573212,6bdb89bc-b271-4db4-8ccd-92ec87b02a98,System,Closing inactive room,10-02-2021 18:11:35,10-02-2021 19:12:16,-,0:00:00,-,0
8539037,ff28a32e-200d-4598-8434-c830d809e3d7,Keyur,Completed,05-02-2021 17:00:43,05-02-2021 17:12:34,05-02-2021 17:01:40,0:00:00,0:00:05,0
8620376,c8795923-70db-4c39-b261-c4a5e59124a5,System,Closing now,17-02-2021 15:04:18,17-02-2021 15:07:45,-,0:00:00,-,0
8641608,dbad2dda-ff66-4967-b911-f46dbf88343e,System,Closing now,20-02-2021 21:56:24,20-02-2021 21:57:20,-,0:00:02,-,0
8551835,26c71f94-a64f-47c7-ba48-d8f05a56ea12,System,Closing now,07-02-2021 16:15:19,07-02-2021 16:16:33,-,0:00:00,-,0
8551995,72caa55a-f8e1-4f12-ba36-5bfba3919e73,System,Closing inactive room,07-02-2021 16:41:58,07-02-2021 17:42:47,-,0:00:00,-,0
8635488,47bdc251-2019-4393-b239-545c7897a24d,System,Closing now,19-02-2021 20:55:54,19-02-2021 20:56:35,-,0:00:00,-,1
